action_type,assay_chembl_id,assay_type,bao_endpoint,bao_format,bao_label,molecule_chembl_id,parent_molecule_chembl_id,record_id,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,cleaned_smiles,InChIkey,IC50,PIC50
,CHEMBL643386,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL345847,CHEMBL345847,304946,1,1,=,IC50,nM,0.9,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1,QAHOXZJCERSFGV-UHFFFAOYSA-N,0.9,9.04576
,CHEMBL643386,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL158252,CHEMBL158252,304949,1,1,=,IC50,nM,4.2,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CCC(CCC2C(=O)Nc3ccccc3C2=O)CC1,XGOMQTZAPRJNJX-UHFFFAOYSA-N,4.2,8.37675
,CHEMBL643386,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL156874,CHEMBL156874,304951,1,1,=,IC50,nM,8.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CCC(/C=C2\Cc3ccccc3C2=O)CC1,KABALLAVIAZSJI-GXDHUFHOSA-N,8.4,8.07572
,CHEMBL875241,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL341251,CHEMBL341251,248290,1,1,=,IC50,nM,6000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,O=C1CCN(Cc2ccccc2)C/C1=C\c1cc[nH]c1,BTKLXNPLNYFENL-MHWRWJLKSA-N,6000.0,5.22185
,CHEMBL644627,B,BAO_0000190,BAO_0000019,assay format,CHEMBL553187,CHEMBL1083057,321101,1,1,=,IC50,nM,930.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(CCCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1,SQNCNIUGPOSVQF-UHFFFAOYSA-N,930.0,6.081145
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL130956,CHEMBL130956,251252,1,1,=,IC50,nM,140.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,HSSFUESYZZQIIN-CTNGQTDRSA-N,140.0,6.85387
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL335167,CHEMBL335167,251264,1,1,=,IC50,nM,1500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,GYPZKPCPQHCARI-VWNXMTODSA-N,1500.0,5.99253
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL130270,CHEMBL130270,251254,1,1,=,IC50,nM,15.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC(C)c1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,LZCXRMUTKSVDOD-GGAORHGYSA-N,15.0,7.82391
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL340867,CHEMBL340867,251265,1,1,=,IC50,nM,785.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1cccc(C)c1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,SKPQWJYRAXPOCN-IRLDBZIGSA-N,785.0,6.10513
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL340391,CHEMBL340391,251251,1,1,=,IC50,nM,10.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,NRKKZJALIFDZIJ-IRLDBZIGSA-N,10.0,8.0
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL131210,CHEMBL131210,251262,1,1,=,IC50,nM,78.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,MMFNDUBHUKJLAW-IRLDBZIGSA-N,78.0,7.10791
,CHEMBL641020,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL126939,CHEMBL126939,241123,1,1,=,IC50,nM,209.89,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,C(=C\C1CCN(Cc2ccccc2)CC1)/c1noc2ccccc12,ZNARRZNSRNXCPB-ZHACJKMWSA-N,209.89,6.67801
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL131598,CHEMBL131598,251253,1,1,=,IC50,nM,28.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,PQDJUEVCRHUXJT-CTNGQTDRSA-N,28.0,7.55284
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL335962,CHEMBL335962,251268,1,1,=,IC50,nM,23.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1C,UHTNKHARCXSTEU-IRLDBZIGSA-N,23.0,7.63827
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL131825,CHEMBL131825,251269,1,1,=,IC50,nM,690.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1,JETPGMSWLKMQAI-CTNGQTDRSA-N,690.0,6.353155
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL337675,CHEMBL337675,251266,1,1,=,IC50,nM,26.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1ccc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,CVZBWJAXPTZWBP-IRLDBZIGSA-N,26.0,7.58503
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL335220,CHEMBL335220,251267,1,1,=,IC50,nM,14.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,RQHQYLYBYIHRCT-IRLDBZIGSA-N,14.0,7.85387
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL130363,CHEMBL130363,251261,1,1,=,IC50,nM,1300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1cc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,HBELXDSVRMNXTN-GGAORHGYSA-N,1300.0,5.88606
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL130672,CHEMBL130672,251263,1,1,=,IC50,nM,31.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1C,ZNMNCVVGCVWVBQ-IRLDBZIGSA-N,31.0,7.50864
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL132531,CHEMBL132531,251258,1,1,=,IC50,nM,260.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,XXRVJIACNHMGJG-CTNGQTDRSA-N,260.0,6.58503
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL132285,CHEMBL132285,251257,1,1,=,IC50,nM,2500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,CBXFNMRCSJBKBI-GGAORHGYSA-N,2500.0,5.85487
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL129837,CHEMBL129837,251256,1,1,=,IC50,nM,760.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,NKJRRVBTMYRXRB-GGAORHGYSA-N,760.0,6.5389
,CHEMBL644628,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL130458,CHEMBL130458,251255,1,1,=,IC50,nM,10.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,JGAGHIIOCADQOV-CTNGQTDRSA-N,10.0,8.0
,CHEMBL644627,B,BAO_0000190,BAO_0000019,assay format,CHEMBL3215535,CHEMBL25412,321089,1,1,=,IC50,nM,140.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,PHORSJQGLQBIOY-UHFFFAOYSA-N,140.0,6.887345
,CHEMBL644830,B,BAO_0000190,BAO_0000019,assay format,CHEMBL413765,CHEMBL413765,285589,1,1,=,IC50,nM,20.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,UBWZQILFMCCHFE-CTNGQTDRSA-N,20.0,7.522880000000001
,CHEMBL644830,B,BAO_0000190,BAO_0000019,assay format,CHEMBL359198,CHEMBL359198,285590,1,1,=,IC50,nM,233.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCCCCCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(CC)[C@H]1C2,UBWZQILFMCCHFE-PZJWPPBQSA-N,233.0,6.63264
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL609671,CHEMBL609671,287917,1,1,=,IC50,nM,152.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CWDMLSUBWFNYMH-DAFXYXGESA-N,152.0,6.81816
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL612099,CHEMBL612099,287877,1,1,=,IC50,nM,6300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(C(=O)NCc1ccccc1)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,YFILXGYPMFAIER-AKRCKQFNSA-N,6300.0,5.20066
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL612100,CHEMBL612100,287888,1,1,=,IC50,nM,460.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)C12,TZWAHCVRZYUKJR-QWAKEFERSA-N,460.0,6.33724
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL539109,CHEMBL136526,287886,1,1,=,IC50,nM,34.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C.COS(=O)(=O)[O-],HJQWOPNMCWHTII-OIBOYYEISA-N,34.0,7.46852
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL609409,CHEMBL609409,287916,1,1,=,IC50,nM,1800.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccc(Cl)cc4)ccc3N(C)C12,FAEIGAUSWCZPCA-IJHRGXPZSA-N,1800.0,5.74473
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL54727,CHEMBL54727,287887,1,1,=,IC50,nM,350.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,PBHFNBQPZCRWQP-IJHRGXPZSA-N,350.0,7.61979
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL609149,CHEMBL609149,287878,1,1,=,IC50,nM,970.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,IUHMWLMDASQDJQ-WMCAAGNKSA-N,970.0,6.01323
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL609150,CHEMBL609150,287889,1,1,=,IC50,nM,110.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,VSPVCSDDENDBFH-IAXKEJLGSA-N,110.0,6.95861
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL140020,CHEMBL140020,287911,1,1,=,IC50,nM,8.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,ZAEXMNKDGJNLTA-UHFFFAOYSA-N,8.0,7.74473
,CHEMBL642295,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL609668,CHEMBL609668,287885,1,1,=,IC50,nM,1700.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,FYXWOKCKADGGGY-QWAKEFERSA-N,1700.0,5.76955
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL542467,CHEMBL1085526,238914,1,1,=,IC50,nM,11.7,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,XRFFIVNZOJUHBC-UHFFFAOYSA-N,11.7,7.93181
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL540833,CHEMBL1190424,238910,1,1,=,IC50,nM,12.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1ccc2c(c1)CN(CCCOc1ccc3c(=O)c4ccccc4oc3c1)CC2,GUFZMXQAUJGGTP-UHFFFAOYSA-N,12.4,7.90658
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL127465,CHEMBL127465,238907,1,1,=,IC50,nM,27.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCN2CCOCC2)c1,YITSBGUNCGEFBD-UHFFFAOYSA-N,27.4,7.56225
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL340427,CHEMBL340427,238904,1,1,=,IC50,nM,0.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,DNSUFPJFKSCBRT-UHFFFAOYSA-N,0.3,9.52288
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL544592,CHEMBL1086245,238913,1,1,=,IC50,nM,5.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1,NWPIUZHAZCZQMX-UHFFFAOYSA-N,5.4,8.26761
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL124933,CHEMBL124933,238899,1,1,=,IC50,nM,1.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,ZCJVEAQKQPJJOE-UHFFFAOYSA-N,1.4,8.85387
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL542220,CHEMBL1086247,238912,1,1,=,IC50,nM,82.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1,HWJZJOWEFUMSJX-UHFFFAOYSA-N,82.6,7.08302
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL127857,CHEMBL127857,238906,1,1,=,IC50,nM,29.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCCN2CCOCC2)c1,GJGXTGDTRQMKRF-UHFFFAOYSA-N,29.3,7.79187
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL557405,CHEMBL1085278,238916,1,1,=,IC50,nM,6.8,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,SUHPILVZBHLWBS-UHFFFAOYSA-N,6.8,8.16749
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL340228,CHEMBL340228,238909,1,1,=,IC50,nM,21.1,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCN2CCOCC2)c1,HZBWHMWKDXVMMX-UHFFFAOYSA-N,21.1,7.67572
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL544126,CHEMBL1192823,238901,1,1,=,IC50,nM,24.7,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCOc2cccc(Cc3ccccc3)c2)c1,XRABKTHZTSLCHJ-UHFFFAOYSA-N,24.7,7.6073
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL543655,CHEMBL189957,238915,1,1,=,IC50,nM,0.32,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,QKVHGMOFMMASRA-UHFFFAOYSA-N,0.32,7.28735
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL124156,CHEMBL124156,238911,1,1,=,IC50,nM,54.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,RCYBYSAMEBZDEK-UHFFFAOYSA-N,54.6,7.26281
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL340171,CHEMBL340171,238908,1,1,=,IC50,nM,26.2,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,NSHKRWLPXPEHTJ-UHFFFAOYSA-N,26.2,7.5817
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL539045,CHEMBL1086248,238902,1,1,=,IC50,nM,79.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1,WHEABQVTGKWYIA-UHFFFAOYSA-N,79.6,7.09909
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL553803,CHEMBL1084276,238903,1,1,=,IC50,nM,210.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CC#CCOc2ccc3c(=O)c4ccccc4oc3c2)c1,ZMBXOOLDCNMQRK-UHFFFAOYSA-N,210.0,6.67778
,CHEMBL644104,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL544823,CHEMBL1085527,238900,1,1,=,IC50,nM,21.8,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,SKHRLUFWHGAOII-UHFFFAOYSA-N,21.8,7.66154
,CHEMBL644626,B,BAO_0000190,BAO_0000019,assay format,CHEMBL418917,CHEMBL418917,182706,1,1,=,IC50,nM,40.8,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,AGMUUBYEBVEYGU-NNBQYGFHSA-N,40.8,7.38934
,CHEMBL644626,B,BAO_0000190,BAO_0000019,assay format,CHEMBL99581,CHEMBL99581,182704,1,1,=,IC50,nM,387.5,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C=O,BLIZSWJUMPREPD-WUJWULDRSA-N,387.5,6.41173
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL174228,CHEMBL174228,346226,1,1,=,IC50,nM,56.23,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc1ccccc1C,XFHXQJANHQMYQR-UHFFFAOYSA-N,56.23,7.25003
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL173935,CHEMBL173935,346230,1,1,=,IC50,nM,19.5,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,BEWOOQVZCJXCHR-UHFFFAOYSA-N,19.5,7.70997
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL176521,CHEMBL176521,346236,1,1,=,IC50,nM,8.128,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC[N+](C)(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,ZWGYIQCSZDFZQV-UHFFFAOYSA-N,8.128,8.09002
,CHEMBL644626,B,BAO_0000190,BAO_0000019,assay format,CHEMBL319541,CHEMBL319541,182701,1,1,=,IC50,nM,245.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)C12,UUQLGETXWSEMFB-JKGBFCRXSA-N,245.3,6.6103
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL79012,CHEMBL79012,346220,1,1,=,IC50,nM,5754.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,COc1ccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2ccc(OC)cc2)cc1,LHOGDRUXAOULLD-UHFFFAOYSA-N,5754.4,5.24
,CHEMBL644626,B,BAO_0000190,BAO_0000019,assay format,CHEMBL317162,CHEMBL317162,182709,1,1,=,IC50,nM,2847.5,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2Cc1ccccc1,MFSFKJAYNZMHEN-VGAJERRHSA-N,2847.5,5.54554
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL143055,CHEMBL143055,346228,1,1,=,IC50,nM,18.2,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,DSJSKPAKOSGGPL-UHFFFAOYSA-N,18.2,7.73993
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL609977,CHEMBL172082,346235,1,1,=,IC50,nM,12.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],NDAKSRSNKJZZLT-UHFFFAOYSA-N,12.3,7.90503
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL174710,CHEMBL174710,346237,1,1,=,IC50,nM,72.44,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,COc1ccccc1CN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(Cc1ccccc1OC)C(C)C)C(C)C,HCMYZQSCTADARC-UHFFFAOYSA-N,72.44,7.14002
,CHEMBL644626,B,BAO_0000190,BAO_0000019,assay format,CHEMBL80221,CHEMBL80221,182700,1,1,=,IC50,nM,160.8,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,MFSFKJAYNZMHEN-QWAKEFERSA-N,160.8,6.79371
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL176773,CHEMBL176773,346219,1,1,=,IC50,nM,676.08,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,COc1cccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2cccc(OC)c2)c1,ZOHUWMTXULYLTQ-UHFFFAOYSA-N,676.08,6.17
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL174046,CHEMBL174046,346231,1,1,=,IC50,nM,11.75,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,KHBDHGUQOPEDSD-UHFFFAOYSA-N,11.75,7.92996
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL176308,CHEMBL176308,346227,1,1,=,IC50,nM,794.33,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],HWVIRUSPVVRQOV-UHFFFAOYSA-N,794.33,6.600009999999999
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL137059,CHEMBL137059,346229,1,1,=,IC50,nM,37.15,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1)Cc1ccccc1,CIZMEDUDJZCVBY-UHFFFAOYSA-N,37.15,7.43004
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL263785,CHEMBL263785,346233,1,1,=,IC50,nM,17.38,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OCCC,LXMBFDTVWSEIPZ-UHFFFAOYSA-N,17.38,7.75995
,CHEMBL638449,B,BAO_0000190,BAO_0000019,assay format,CHEMBL173607,CHEMBL173607,346234,1,1,=,IC50,nM,16.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,DZYFZMCXVUMBKW-UHFFFAOYSA-N,16.6,7.77989
